NSGA2
0.00738001	3.66375
1.69331	0.488219
3.24631	0.0393022
1.57572	0.554612
3.35697	0.0281559
2.83848	0.0993636
3.54766	0.0135669
2.75801	0.115108
2.83676	0.0996867
0.0539209	3.12509
0.144874	2.62238
3.94271	0.000206606
1.20049	0.817812
0.0516465	3.14261
2.05994	0.318945
0.382063	1.90961
2.0762	0.31259
1.65061	0.511568
2.96803	0.0768408
0.170402	2.51921
1.77517	0.445749
0.0820399	2.93634
2.04397	0.325273
0.2525	2.24253
0.918617	1.08484
1.3937	0.671497
1.26146	0.768873
0.102635	2.82117
1.93392e-07	4.00176
1.30515	0.735421
0.0379488	3.25873
0.874785	1.13359
1.83215	0.417873
0.0257932	3.38338
1.62963	0.52335
1.62999	0.523145
0.0880803	2.90095
2.2549	0.248372
0.975938	1.02436
3.50434	0.0163868
3.96722	6.74208e-05
0.906415	1.09818
2.20955	0.263727
0.350067	1.98341
1.2328	0.79154
1.08571	0.917812
0.00174261	3.83476
0.0272415	3.36704
0.0235692	3.40948
2.5668	0.158305
0.0966741	2.85298
2.89596	0.0889523
0.390797	1.89025
2.28174	0.239567
1.75594	0.455464
0.348912	1.98616
2.39396	0.20499
2.57835	0.155454
0.457561	1.75183
0.620068	1.47029
1.08104	0.922114
2.04262	0.325809
0.0594526	3.08414
3.83068	0.00183089
3.76682	0.00350115
0.0742669	2.98419
1.3544	0.699254
0.159839	2.56064
3.17365	0.0477533
0.368712	1.93985
3.90418	0.000580779
0.355652	1.97019
0.00878919	3.63379
0.690029	1.36731
2.53482	0.166373
0.986982	1.0131
0.00296231	3.78525
0.241683	2.27523
1.52424	0.585836
3.98955	6.83311e-06
2.45056	0.188854
1.19505	0.822312
2.08665	0.308554
3.00963	0.0703157
0.471272	1.7253
1.4512	0.632567
0.091257	2.88291
0.00129224	3.8575
0.13728	2.65523
0.724512	1.31978
2.20345	0.26584
0.0534104	3.12898
1.60132	0.539587
2.03352	0.329457
0.0402184	3.23804
2.14809	0.285543
3.24623	0.0393115
0.43718	1.7924
0.458824	1.74936
0.000155713	3.95024
